"...1","index","Job.Title","Salary.Estimate","City","Company","Rating","State","Metro.Area","Industry","Sector","Lower.Salary","Upper.Salary","Avg.Salary.K.","cost.of.living","region"
463,590,"Data Scientist Manager","$110K-$184K (Glassdoor est.)","New York","Capgemini","3.8","NY","New York","Enterprise Software & Network Solutions","Information Technology",110,184,147,128,"New York"
464,591,"Data Engineer","$76K-$145K (Glassdoor est.)","New York","GNY Insurance Companies","3.7","NY","New York","Insurance Carriers","Insurance",76,145,110.5,128,"New York"
465,594,"Marketing Data Analyst","$36K-$62K (Glassdoor est.)","Exton","Citadel Federal Credit Union","3.9","PA","Philadelphia","Banks & Credit Unions","Finance",36,62,49,103.4,"Northeast"
466,595,"Data Scientist","$70K-$118K (Glassdoor est.)","Waltham","Conch Technologies, Inc","4.6","MA","Boston","Consulting","Business Services",70,118,94,132.6,"Massachusetts"
467,597,"Senior Data Scientist","$94K-$153K (Glassdoor est.)","New York","Medidata Solutions","4.3","NY","New York","Enterprise Software & Network Solutions","Information Technology",94,153,123.5,128,"New York"
468,599,"Principal Scientist, Hematology","$54K-$115K (Glassdoor est.)","Rochester","Rochester Regional Health","3.3","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6,"New York"
469,600,"Data Analyst","$50K-$92K (Glassdoor est.)","Alexandria","CALIBRE Systems","3.7","VA","Alexandria","IT Services","Information Technology",50,92,71,86.2,"South"
470,601,"Software Data Engineer - College","$49K-$97K (Glassdoor est.)","Corvallis","HP Inc.","4.0","OR","Corvallis","Computer Hardware & Software","Information Technology",49,97,73,110.6,"West"
471,602,"Director - Data, Privacy and AI Governance","$67K-$135K (Glassdoor est.)","Boston","MassMutual","3.6","MA","Boston","Insurance Carriers","Insurance",67,135,101,132.6,"Massachusetts"
472,603,"Staff Machine Learning Engineer","$138K-$224K (Glassdoor est.)","San Francisco","Tapjoy","3.9","CA","San Francisco","Internet","Information Technology",138,224,181,178.6,"California"
473,604,"Data Scientist","$80K-$139K (Glassdoor est.)","San Diego","Northrop Grumman","3.7","CA","San Diego","Aerospace & Defense","Aerospace & Defense",80,139,109.5,136.2,"California"
474,605,"Lead Data Scientist","$158K-$211K (Glassdoor est.)","Bellevue","Visa Inc.","3.7","WA","Seattle","IT Services","Information Technology",158,211,184.5,124.6,"West"
475,606,"Senior Data Scientist - Algorithms","$150K-$180K (Glassdoor est.)","New York","Quartet Health","3.9","NY","New York","Enterprise Software & Network Solutions","Information Technology",150,180,165,128,"New York"
476,607,"Information Security Data Analyst","$42K-$80K (Glassdoor est.)","Chicago","Motorola Solutions","3.7","IL","Chicago","Computer Hardware & Software","Information Technology",42,80,61,100.1,"Midwest"
477,608,"Lead Data Engineer","$190K-$220K(Employer est.)","Mountain View","Credit Sesame","4.1","CA","San Jose","Internet","Information Technology",190,220,205,173.5,"California"
478,609,"Data Analyst","$42K-$77K (Glassdoor est.)","New York","Success Academy Charter Schools","3.1","NY","New York","K-12 Education","Education",42,77,59.5,128,"New York"
479,610,"Scientist Manufacturing - Kentucky BioProcessing","$68K-$139K (Glassdoor est.)","Owensboro","Reynolds American","3.1","KY","Owensboro","Consumer Products Manufacturing","Manufacturing",68,139,103.5,86.6,"South"
480,613,"Consultant - Analytics Consulting","$54K-$71K (Glassdoor est.)","Hartford","Infosys","3.0","CT","Hartford","IT Services","Information Technology",54,71,62.5,104.8,"Northeast"
481,614,"Data Analytics Project Manager","$34K-$92K (Glassdoor est.)","Springfield","MassMutual","3.6","MA","Springfield, MA","Insurance Carriers","Insurance",34,92,63,106.5,"Massachusetts"
482,616,"Data Analyst","$47K-$85K (Glassdoor est.)","New York","AXION Healthcare Solutions","3.6","NY","New York","Health Care Services & Hospitals","Health Care",47,85,66,128,"New York"
483,617,"Data Engineer","$65K-$124K (Glassdoor est.)","Orange","Alignment Healthcare","3.5","CA","Los Angeles","Health Care Services & Hospitals","Health Care",65,124,94.5,140.6,"California"
484,619,"Data Scientist","$56K-$95K (Glassdoor est.)","New York","ExecOnline","4.2","NY","New York","Education Training Services","Education",56,95,75.5,128,"New York"
485,622,"Machine Learning Engineer","$62K-$112K (Glassdoor est.)","Fort Belvoir","Mteq","4.0","VA","Washington","Aerospace & Defense","Aerospace & Defense",62,112,87,120.1,"South"
486,623,"Senior Data Scientist Oncology","$107K-$173K (Glassdoor est.)","Gaithersburg","AstraZeneca","3.9","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",107,173,140,120.1,"South"
487,624,"Data Scientist","$64K-$108K (Glassdoor est.)","Silver Spring","Brillient","3.7","MD","Washington","IT Services","Information Technology",64,108,86,120.1,"South"
488,625,"Senior Data Scientist","$89K-$144K (Glassdoor est.)","Palo Alto","Entefy","4.4","CA","San Francisco","Internet","Information Technology",89,144,116.5,178.6,"California"
489,627,"Senior Scientist (Neuroscience)","$109K-$200K (Glassdoor est.)","Marlborough","Sunovion","3.5","MA","Worcester","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",109,200,154.5,113.2,"Massachusetts"
490,629,"Machine Learning Engineer - Regulatory","$61K-$113K (Glassdoor est.)","Lenexa","Cboe Global Markets","3.7","KS","Kansas City","Stock Exchanges","Finance",61,113,87,91.6,"Midwest"
491,630,"Marketing Data Analyst","$35K-$62K (Glassdoor est.)","Highland","San Manuel Casino","3.6","CA","Riverside","Gambling","Arts, Entertainment & Recreation",35,62,48.5,116.1,"California"
492,631,"Data Engineer","$55K-$105K (Glassdoor est.)","Houston","Trace3","3.4","TX","Houston","IT Services","Information Technology",55,105,80,95.8,"South"
493,632,"Medical Laboratory Scientist","$18-$25 Per Hour(Glassdoor est.)","Burleson","Texas Health Huguley Hospital","4.0","TX","Dallas","Health Care Services & Hospitals","Health Care",37,52,44.5,98.5,"South"
494,633,"R&D Specialist/ Food Scientist","$39K-$66K (Glassdoor est.)","Hoopeston","Teasdale Latin Foods","2.4","IL","Danville, IL","Food & Beverage Manufacturing","Manufacturing",39,66,52.5,83.9,"Midwest"
495,634,"Principal Data Scientist","$135K-$211K (Glassdoor est.)","San Jose","Northrop Grumman","3.7","CA","San Jose","Aerospace & Defense","Aerospace & Defense",135,211,173,173.5,"California"
496,635,"Data Engineer","$57K-$80K (Glassdoor est.)","Phoenix","Saama Technologies Inc","3.5","AZ","Phoenix","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",57,80,68.5,104.3,"West"
497,636,"Data Scientist - Alpha Insights","$129K-$215K (Glassdoor est.)","New York","Two Sigma","4.4","NY","New York","Investment Banking & Asset Management","Finance",129,215,172,128,"New York"
498,637,"Data Scientist, Office of Data Science","$86K-$143K (Glassdoor est.)","Boston","Liberty Mutual Insurance","3.3","MA","Boston","Insurance Carriers","Insurance",86,143,114.5,132.6,"Massachusetts"
499,638,"Associate Principal Scientist, Pharmacogenomics","$63K-$127K (Glassdoor est.)","Gaithersburg","AstraZeneca","3.9","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",63,127,95,120.1,"South"
500,639,"Data Scientist - Systems Engineering","$50K-$89K (Glassdoor est.)","Bedford","MITRE","3.2","MA","Boston","Federal Agencies","Government",50,89,69.5,132.6,"Massachusetts"
501,640,"Data Engineer","$43K-$86K (Glassdoor est.)","New York","Guidepoint","3.2","NY","New York","Research & Development","Business Services",43,86,64.5,128,"New York"
502,642,"Scientist, Bacteriology","$74K-$149K (Glassdoor est.)","Concord","Cerus Corporation","2.1","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",74,149,111.5,178.6,"California"
503,643,"Data Scientist","$71K-$124K (Glassdoor est.)","New York","Strategic Financial Solutions","4.0","NY","New York","Consumer Product Rental","Consumer Services",71,124,97.5,128,"New York"
504,644,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","$113K-$196K (Glassdoor est.)","Cambridge","Takeda Pharmaceuticals","3.7","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",113,196,154.5,132.6,"Massachusetts"
505,645,"Senior Research Scientist-Machine Learning","$81K-$167K (Glassdoor est.)","Pittsburgh","Software Engineering Institute","2.6","PA","Pittsburgh","Colleges & Universities","Education",81,167,124,93.1,"Northeast"
506,646,"Data Scientist","$69K-$121K (Glassdoor est.)","New York","Remedy BPCI Partners, LLC.","3.4","NY","New York","Health Care Services & Hospitals","Health Care",69,121,95,128,"New York"
507,647,"Senior Data Scientist","$97K-$160K (Glassdoor est.)","Chicago","Maven Wave Partners","4.4","IL","Chicago","Consulting","Business Services",97,160,128.5,100.1,"Midwest"
508,648,"Principal Data Scientist","$150K-$238K (Glassdoor est.)","San Francisco","The Climate Corporation","3.2","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",150,238,194,178.6,"California"
509,651,"Data Scientist","$77K-$132K (Glassdoor est.)","New York","Crossix Solutions","3.5","NY","New York","Advertising & Marketing","Business Services",77,132,104.5,128,"New York"
510,652,"Clinical Laboratory Scientist","$24-$39 Per Hour(Glassdoor est.)","Vail","Vail Health","3.7","CO","Glenwood Springs","Health Care Services & Hospitals","Health Care",49,81,65,127.8,"West"
511,653,"Data Engineer - Consultant (Charlotte Based)","$59K-$112K (Glassdoor est.)","Charlotte","Clarity Insights","4.2","NC","Charlotte","IT Services","Information Technology",59,112,85.5,97.9,"South"
512,654,"Data Analyst 1, full-time contract worker for up to 12 months","$35K-$65K (Glassdoor est.)","Salt Lake City","The Church of Jesus Christ of Latter-day Saints","4.2","UT","Salt Lake City","Religious Organizations","Non-Profit",35,65,50,105.9,"West"
513,655,"Data Engineer","$79K-$147K (Glassdoor est.)","Aliso Viejo","NCSOFT","3.1","CA","Los Angeles","Video Games","Media",79,147,113,140.6,"California"
514,658,"Scientist, Immuno-Oncology","$62K-$119K (Glassdoor est.)","Cambridge","GSK","3.9","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",62,119,90.5,132.6,"Massachusetts"
515,660,"Senior Data Scientist","$119K-$187K (Glassdoor est.)","Los Angeles","Factual","4.3","CA","Los Angeles","Computer Hardware & Software","Information Technology",119,187,153,140.6,"California"
516,661,"Products Data Analyst II","$90K-$157K (Glassdoor est.)","Dublin","TriNet","3.3","CA","San Jose","Consulting","Business Services",90,157,123.5,173.5,"California"
517,662,"Lead Data Analyst","$32K-$62K (Glassdoor est.)","New York","Signpost","3.9","NY","New York","Internet","Information Technology",32,62,47,128,"New York"
518,663,"Analytics Manager - Data Mart","$42K-$86K (Glassdoor est.)","Scotts Valley","Central California Alliance for Health","3.5","CA","Santa Cruz","Health Care Services & Hospitals","Health Care",42,86,64,163.9,"California"
519,664,"Data Science Engineer - Mobile","$116K-$208K (Glassdoor est.)","San Jose","Adobe","4.0","CA","San Jose","Computer Hardware & Software","Information Technology",116,208,162,173.5,"California"
520,665,"Senior Data Scientist - R&D Oncology","$102K-$172K (Glassdoor est.)","New York","AstraZeneca","3.9","NY","New York","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",102,172,137,128,"New York"
521,666,"Sr. Data Engineer - Contract-to-Hire (Java)","$69K-$127K (Glassdoor est.)","Knoxville","Pilot Flying J Travel Centers LLC","3.0","TN","Knoxville","Gas Stations","Retail",69,127,98,91.6,"South"
522,668,"Data Scientist","$86K-$144K (Glassdoor est.)","Armonk","Swiss Re","3.7","NY","Kingston","Insurance Agencies & Brokerages","Insurance",86,144,115,106.1,"New York"
523,669,"Senior Data Scientist","$102K-$165K (Glassdoor est.)","Arvada","Sartorius","3.5","CO","Denver","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",102,165,133.5,112.1,"West"
524,670,"Data Engineer","$74K-$124K (Glassdoor est.)","Denver","Pinnacol Assurance","4.0","CO","Denver","Insurance Carriers","Insurance",74,124,99,112.1,"West"
525,671,"Food Scientist - Developer","$40K-$68K (Glassdoor est.)","Milwaukee","Palermo's Pizza","3.3","WI","Milwaukee","Food & Beverage Manufacturing","Manufacturing",40,68,54,93.8,"Midwest"
526,672,"Senior Data Engineer","$76K-$142K (Glassdoor est.)","Franklin","Equian LLC","3.2","TN","Nashville","Health Care Services & Hospitals","Health Care",76,142,109,100.1,"South"
527,673,"Data Engineer","$76K-$142K (Glassdoor est.)","Rockville","MetroStar Systems","3.4","MD","Washington","IT Services","Information Technology",76,142,109,120.1,"South"
528,674,"Senior Data Scientist","$108K-$171K (Glassdoor est.)","Natick","MathWorks","4.4","MA","Boston","Computer Hardware & Software","Information Technology",108,171,139.5,132.6,"Massachusetts"
529,675,"Director II, Data Science - GRM Actuarial","$202K-$306K (Glassdoor est.)","Chicago","Liberty Mutual Insurance","3.3","IL","Chicago","Insurance Carriers","Insurance",202,306,254,100.1,"Midwest"
530,676,"Machine Learning Engineer","$91K-$159K (Glassdoor est.)","New York","Information Builders","3.2","NY","New York","Computer Hardware & Software","Information Technology",91,159,125,128,"New York"
531,678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)","$80K-$133K (Glassdoor est.)","Cambridge","Novartis","3.8","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",80,133,106.5,132.6,"Massachusetts"
532,679,"Scientist, Molecular/Cellular Biologist","$49K-$97K (Glassdoor est.)","South San Francisco","Audentes Therapeutics","2.9","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,97,73,178.6,"California"
533,681,"Staff Scientist-Downstream Process Development","$49K-$113K (Glassdoor est.)","Rockville","Advanced BioScience Laboratories","2.7","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,113,81,120.1,"South"
534,682,"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB","$21-$34 Per Hour(Glassdoor est.)","Millville","Beebe Healthcare","3.6","DE","Salisbury","Health Care Services & Hospitals","Health Care",43,70,56.5,103.2,"South"
535,683,"Scientist - Analytical Services","$65K-$134K (Glassdoor est.)","Winston-Salem","Reynolds American","3.1","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",65,134,99.5,91.2,"South"
536,685,"Associate Data Analyst- Graduate Development Program","$32K-$59K (Glassdoor est.)","Richfield","National Interstate","3.3","OH","Cleveland, OH","Insurance Carriers","Insurance",32,59,45.5,90,"Midwest"
537,687,"IT Associate Data Analyst","$39K-$69K (Glassdoor est.)","Worcester","The Hanover Insurance Group","3.7","MA","Worcester","Insurance Carriers","Insurance",39,69,54,113.2,"Massachusetts"
538,688,"Sr. Data Engineer","$87K-$158K (Glassdoor est.)","Indianapolis","Moser Consulting","4.5","IN","Indianapolis","Consulting","Business Services",87,158,122.5,90.2,"Midwest"
539,689,"Clinical Data Analyst","$27K-$48K (Glassdoor est.)","Tampa","Greenway Health","3.0","FL","Tampa","Enterprise Software & Network Solutions","Information Technology",27,48,37.5,101.4,"South"
540,690,"Business Data Analyst","$36K-$71K (Glassdoor est.)","New York","Fareportal","3.8","NY","New York","Travel Agencies","Travel & Tourism",36,71,53.5,128,"New York"
541,691,"Senior Insurance Data Scientist","$107K-$173K (Glassdoor est.)","Chicago","TransUnion","3.9","IL","Chicago","Financial Analytics & Research","Finance",107,173,140,100.1,"Midwest"
542,692,"Senior Data Science Systems Engineer","$56K-$99K (Glassdoor est.)","Hampton","MITRE","3.2","VA","Virginia Beach","Federal Agencies","Government",56,99,77.5,99,"South"
543,694,"ENVIRONMENTAL ENGINEER/SCIENTIST","Employer Provided Salary:$25-$28 Per Hour","Cambridge","Mcphail Associates","3.3","MA","Boston","Construction","Construction, Repair & Maintenance",52,58,55,132.6,"Massachusetts"
544,695,"Senior Scientist - Regulatory Submissions","$80K-$155K (Glassdoor est.)","Winston-Salem","Reynolds American","3.1","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",80,155,117.5,91.2,"South"
545,696,"Scientist - Biomarker and Flow Cytometry","$43K-$98K (Glassdoor est.)","San Diego","Crown Bioscience","2.4","CA","San Diego","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",43,98,70.5,136.2,"California"
546,697,"Associate Scientist, LC/MS Biologics","$44K-$96K (Glassdoor est.)","Ithaca","Q2 Solutions","2.9","NY","Ithaca","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",44,96,70,101.7,"New York"
547,698,"Revenue Analytics Manager","$45K-$78K (Glassdoor est.)","San Francisco","HOVER","4.8","CA","San Francisco","Computer Hardware & Software","Information Technology",45,78,61.5,178.6,"California"
548,699,"Sr. Scientist Method Development","$50K-$110K (Glassdoor est.)","Marietta","Q2 Solutions","2.9","GA","Atlanta","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",50,110,80,100.3,"South"
549,700,"Data Scientist","$60K-$99K (Glassdoor est.)","Atlanta","Oversight Systems","4.7","GA","Atlanta","Computer Hardware & Software","Information Technology",60,99,79.5,100.3,"South"
550,701,"Data Scientist - Sales","$130K-$206K (Glassdoor est.)","Mountain View","Confluent","4.7","CA","San Jose","Computer Hardware & Software","Information Technology",130,206,168,173.5,"California"
551,702,"IT - Data Engineer II","$61K-$119K (Glassdoor est.)","Quincy","Arbella Insurance","3.4","MA","Boston","Insurance Carriers","Insurance",61,119,90,132.6,"Massachusetts"
552,703,"Research Scientist, Immunology - Cancer Biology","Employer Provided Salary:$100K-$140K","Cambridge","Kronos Bio",NA,"MA","Boston","-1","-1",100,140,120,132.6,"Massachusetts"
553,704,"Senior Data Analyst","$99K-$178K (Glassdoor est.)","San Francisco","Life360","3.9","CA","San Francisco","Computer Hardware & Software","Information Technology",99,178,138.5,178.6,"California"
554,705,"Principal, Data Science - Advanced Analytics","$86K-$137K (Glassdoor est.)","Plymouth Meeting","IQVIA","3.6","PA","Philadelphia","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",86,137,111.5,103.4,"Northeast"
555,706,"Data Science Project Manager","$37K-$100K (Glassdoor est.)","Boston","MassMutual","3.6","MA","Boston","Insurance Carriers","Insurance",37,100,68.5,132.6,"Massachusetts"
556,707,"Sr Scientist, Immuno-Oncology - Oncology","$58K-$111K (Glassdoor est.)","Cambridge","GSK","3.9","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",58,111,84.5,132.6,"Massachusetts"
557,708,"Senior Data Engineer","$72K-$133K (Glassdoor est.)","Nashville","Eventbrite","4.4","TN","Nashville","Internet","Information Technology",72,133,102.5,100.1,"South"
558,709,"Project Scientist - Auton Lab, Robotics Institute","$56K-$91K (Glassdoor est.)","Pittsburgh","Software Engineering Institute","2.6","PA","Pittsburgh","Colleges & Universities","Education",56,91,73.5,93.1,"Northeast"
559,711,"Research Scientist – Security and Privacy","$61K-$126K (Glassdoor est.)","Beavercreek","Riverside Research Institute","3.6","OH","Dayton","Federal Agencies","Government",61,126,93.5,88.4,"Midwest"
560,712,"Data Science Manager","$95K-$160K (Glassdoor est.)","Allentown","Numeric, LLC","3.2","PA","Allentown","Staffing & Outsourcing","Business Services",95,160,127.5,98.9,"Northeast"
561,714,"Data Analyst 2 (Missionary Department)","$53K-$91K (Glassdoor est.)","Salt Lake City","The Church of Jesus Christ of Latter-day Saints","4.2","UT","Salt Lake City","Religious Organizations","Non-Profit",53,91,72,105.9,"West"
562,715,"Enterprise Architect, Data","$101K-$158K (Glassdoor est.)","Boston","MassMutual","3.6","MA","Boston","Insurance Carriers","Insurance",101,158,129.5,132.6,"Massachusetts"
563,718,"Supply Chain Data Analyst","$33K-$61K (Glassdoor est.)","Logan","Icon Health and Fitness","3.1","UT","Logan","Consumer Products Manufacturing","Manufacturing",33,61,47,95.2,"West"
564,719,"Data Engineer - ETL","$44K-$86K (Glassdoor est.)","Birmingham","Shipt","3.8","AL","Birmingham","Consumer Product Rental","Consumer Services",44,86,65,90.7,"South"
565,721,"Corporate Risk Data Analyst (SQL Based) - Milwaukee or","$43K-$77K (Glassdoor est.)","Green Bay","Associated Banc-Corp","3.8","WI","Green Bay","Banks & Credit Unions","Finance",43,77,60,91.4,"Midwest"
566,722,"Senior Manager, Epidemiologic Data Scientist","$125K-$210K (Glassdoor est.)","New York","Pfizer","4.0","NY","New York","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",125,210,167.5,128,"New York"
567,723,"Marketing Data Analyst, May 2020 Undergrad","$44K-$86K (Glassdoor est.)","New York","Fareportal","3.8","NY","New York","Travel Agencies","Travel & Tourism",44,86,65,128,"New York"
568,725,"Senior Data Analyst","$69K-$119K (Glassdoor est.)","Herndon","Novetta","4.0","VA","Washington","Enterprise Software & Network Solutions","Information Technology",69,119,94,120.1,"South"
569,726,"Senior Data Analyst","$65K-$110K (Glassdoor est.)","New York","Moda Operandi","1.9","NY","New York","Department, Clothing, & Shoe Stores","Retail",65,110,87.5,128,"New York"
570,727,"Senior Data Engineer","$67K-$127K (Glassdoor est.)","Reston","Novetta","4.0","VA","Washington","Enterprise Software & Network Solutions","Information Technology",67,127,97,120.1,"South"
571,728,"Senior Data Engineer","$78K-$147K (Glassdoor est.)","Durham","Genesys","4.3","NC","Durham","Computer Hardware & Software","Information Technology",78,147,112.5,99.8,"South"
572,730,"Data Modeler (Analytical Systems)","$66K-$117K (Glassdoor est.)","Boston","MassMutual","3.6","MA","Boston","Insurance Carriers","Insurance",66,117,91.5,132.6,"Massachusetts"
573,731,"Data Modeler - Data Solutions Engineer","$37K-$66K (Glassdoor est.)","Indianapolis","Liberty Mutual Insurance","3.3","IN","Indianapolis","Insurance Carriers","Insurance",37,66,51.5,90.2,"Midwest"
574,732,"Data Scientist in Translational Medicine","$86K-$143K (Glassdoor est.)","Cambridge","Novartis","3.8","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",86,143,114.5,132.6,"Massachusetts"
575,733,"Data Scientist","$84K-$146K (Glassdoor est.)","New York","USEReady","4.3","NY","New York","Consulting","Business Services",84,146,115,128,"New York"
576,734,"Product Manager/Data Evangelist","$50K-$98K (Glassdoor est.)","Phila","Numeric, LLC","3.2","PA","Philadelphia","Staffing & Outsourcing","Business Services",50,98,74,103.4,"Northeast"
577,735,"Associate Environmental Scientist - Wildlife Biologist","$38K-$64K (Glassdoor est.)","Clovis","QK","4.7","CA","Fresno","Architectural & Engineering Services","Business Services",38,64,51,105.9,"California"
578,736,"Sr Data Engineer (Sr BI Developer)","$90K-$110K(Employer est.)","Chandler","Tivity Health","3.4","AZ","Phoenix","Health Care Services & Hospitals","Health Care",90,110,100,104.3,"West"
579,737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab","$92K-$150K (Glassdoor est.)","Cambridge","Novartis","3.8","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",92,150,121,132.6,"Massachusetts"
580,738,"Senior Data Analyst/Scientist","$90K-$153K (Glassdoor est.)","San Francisco","Demandbase","4.5","CA","San Francisco","Computer Hardware & Software","Information Technology",90,153,121.5,178.6,"California"
581,740,"Associate, Data Science, Internal Audit","$43K-$82K (Glassdoor est.)","Boston","Santander","3.1","MA","Boston","Banks & Credit Unions","Finance",43,82,62.5,132.6,"Massachusetts"
582,741,"Scientist – Cancer Discovery, Molecular Assay","Employer Provided Salary:$100K-$135K","Cambridge","Monte Rosa Therapeutics",NA,"MA","Boston","-1","-1",100,135,117.5,132.6,"Massachusetts"
583,742,"Senior LiDAR Data Scientist","$93K-$151K (Glassdoor est.)","Orlando","Luminar Technologies","3.9","FL","Orlando","Computer Hardware & Software","Information Technology",93,151,122,101.4,"South"
584,743,"Data Engineer","$61K-$109K (Glassdoor est.)","Chantilly","BRMi","4.4","VA","Washington","IT Services","Information Technology",61,109,85,120.1,"South"
585,744,"Data Engineer","$42K-$79K (Glassdoor est.)","Scottsdale","IntraEdge","3.4","AZ","Phoenix","IT Services","Information Technology",42,79,60.5,104.3,"West"
586,745,"Lead Data Scientist","$139K-$221K (Glassdoor est.)","Burbank","Zest AI","3.9","CA","Los Angeles","Financial Analytics & Research","Finance",139,221,180,140.6,"California"
587,746,"Technology-Minded, Data Professional Opportunities","$40K-$101K (Glassdoor est.)","Columbia","Veterans United Home Loans","4.7","MO","Columbia, MO","Lending","Finance",40,101,70.5,89.8,"Midwest"
588,747,"Big Data Engineer","$84K-$153K (Glassdoor est.)","Chantilly","Peraton","3.3","VA","Washington","Aerospace & Defense","Aerospace & Defense",84,153,118.5,120.1,"South"
589,748,"Salesforce Analytics Consultant","$52K-$81K (Glassdoor est.)","Chicago","Emtec, Inc.","3.9","IL","Chicago","Enterprise Software & Network Solutions","Information Technology",52,81,66.5,100.1,"Midwest"
590,749,"Managing Data Scientist/ML Engineer","$81K-$134K (Glassdoor est.)","Boston","PA Consulting","3.4","MA","Boston","Consulting","Business Services",81,134,107.5,132.6,"Massachusetts"
591,750,"Senior Data Engineer","$97K-$180K (Glassdoor est.)","Austin","Praetorian","4.7","TX","Austin","Security Services","Business Services",97,180,138.5,106.6,"South"
592,751,"Staff Scientist- Upstream PD","$49K-$113K (Glassdoor est.)","Rockville","Advanced BioScience Laboratories","2.7","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,113,81,120.1,"South"
593,752,"Data Engineering Analyst","$44K-$73K (Glassdoor est.)","Bloomington","COUNTRY Financial","3.8","IL","Bloomington, IL","Insurance Carriers","Insurance",44,73,58.5,89,"Midwest"
594,753,"Sr. Data Engineer","$75K-$140K (Glassdoor est.)","Chicago","Echo Global Logistics","3.4","IL","Chicago","Transportation Management","Transportation & Logistics",75,140,107.5,100.1,"Midwest"
595,754,"Scientist, Pharmacometrics","$84K-$157K (Glassdoor est.)","Cambridge","Agios Pharmaceuticals","3.8","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",84,157,120.5,132.6,"Massachusetts"
596,755,"Manager of Data Science","$40K-$87K (Glassdoor est.)","San Francisco","Tapjoy","3.9","CA","San Francisco","Internet","Information Technology",40,87,63.5,178.6,"California"
597,756,"Scientist Manufacturing Pharma - Kentucky BioProcessing","$68K-$139K (Glassdoor est.)","Owensboro","Reynolds American","3.1","KY","Owensboro","Consumer Products Manufacturing","Manufacturing",68,139,103.5,86.6,"South"
598,757,"Software Engineer (Data Scientist/Software Engineer) - SISW - MG","$72K-$142K (Glassdoor est.)","Fremont","Mentor Graphics","4.1","CA","San Jose","Computer Hardware & Software","Information Technology",72,142,107,173.5,"California"
599,758,"Data Engineer","$74K-$137K (Glassdoor est.)","Springfield","Maxar Technologies","3.7","VA","Washington","Aerospace & Defense","Aerospace & Defense",74,137,105.5,120.1,"South"
600,759,"Data Engineer","$57K-$109K (Glassdoor est.)","San Diego","ICW Group","2.8","CA","San Diego","Insurance Carriers","Insurance",57,109,83,136.2,"California"
601,761,"Lead Big Data Engineer","$121K-$203K (Glassdoor est.)","San Francisco","Glassdoor","4.0","CA","San Francisco","Internet","Information Technology",121,203,162,178.6,"California"
602,763,"Product Engineer – Spatial Data Science and Statistical Analysis","$52K-$85K (Glassdoor est.)","Redlands","Esri","3.5","CA","Riverside","Computer Hardware & Software","Information Technology",52,85,68.5,116.1,"California"
603,766,"Sr Software Engineer (Data Scientist)","$81K-$140K (Glassdoor est.)","Westlake","Assurant","3.4","OH","Cleveland, OH","Insurance Carriers","Insurance",81,140,110.5,90,"Midwest"
604,767,"Sr. Data Engineer (ETL Developer)","$83K-$148K (Glassdoor est.)","Des Moines","F&G","3.7","IA","Des Moines","Insurance Carriers","Insurance",83,148,115.5,91.7,"Midwest"
605,768,"Associate Research Scientist I (Protein Expression and Production)","$59K-$116K (Glassdoor est.)","Alameda","Exelixis","3.0","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",59,116,87.5,178.6,"California"
606,769,"Senior Data Scientist Artificial Intelligence","$60K-$101K (Glassdoor est.)","Richland","PNNL","3.8","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",60,101,80.5,99.7,"West"
